SampleNumber,Compound,Sample Text,Type,Std. Conc,RT,Area,IS Area,S/N,Response,Conc_micromolar,%Rec,Detection Flags,Threshold
92,Colistin,Sample_9083,Analyte,10,,,28092.061,,,,,,10
93,Colistin,Sample_5305,Analyte,10,3.3,0.789,35328.175,2.14,0,15.7672,157.7,bb,10
94,Colistin,Sample_13354,Analyte,10,,,28878.767,,,,,,10
95,Colistin,Sample_11181,Analyte,10,3.44,3.111,29311.582,5.585,0,74.9306,749.3,bb,10
96,Colistin,Sample_8324,Analyte,10,3.38,0.646,25002.021,1.04,0,18.2413,182.4,bb,10
97,Colistin,Sample_12269,Analyte,10,3.48,5.19,47883.611,12.304,0,76.5207,765.2,bb,10
98,Colistin,Sample_9081,Analyte,10,,,71260.06,,,,,,10
99,Colistin,Sample_10155,Analyte,10,,,22926.138,,,,,,10
100,Colistin,Sample_5335,Analyte,10,3.38,0.942,62489.25,2.195,0,10.6425,106.4,bb,10
101,Colistin,WaterBlank18,Blank,10,,,52.728,,,,,,10
102,Colistin,WaterBlank19,Blank,10,3.22,0.434,44.473,1.152,0.01,6889.5609,68895.6,bb,10
103,Colistin,Sample_15141,Analyte,10,3.48,3.477,16743.652,10.554,0,146.6063,1466.1,bb,10
104,Colistin,Sample_12291,Analyte,10,3.38,9.113,56370.745,20.04,0,114.1316,1141.3,bb,10
105,Colistin,Sample_1359,Analyte,10,3.32,1.023,21936.636,2.683,0,32.9233,329.2,bb,10
106,Colistin,Sample_10139,Analyte,10,,,16151.255,,,,,,10
107,Colistin,Sample_6516,Analyte,10,3.5,2.269,25378.912,3.588,0,63.1189,631.2,bb,10
108,Colistin,Sample_9084,Analyte,10,3.4,0.799,43109.125,1.691,0,13.0851,130.9,bb,10
109,Colistin,Sample_5550,Analyte,10,3.42,6.283,40996.692,12.768,0,108.1973,1082,bb,10
110,Colistin,Sample_6493,Analyte,10,,,15171.198,,,,,,10
111,Colistin,Sample_9041,Analyte,10,,,30873.395,,,,,,10
112,Colistin,Sample_15159,Analyte,10,3.5,1.871,14879.168,2.217,0,88.7756,887.8,bb,10
113,Colistin,WaterBlank20,Blank,10,3.52,2.22,5.954,1.962,0.373,263256.3507,2632563.5,bb,10
114,Colistin,WaterBlank21,Blank,10,,,30.058,,,,,,10
115,Colistin,Sample_13332,Analyte,10,,,16340.216,,,,,,10
116,Colistin,Sample_15136,Analyte,10,,,14211.86,,,,,,10
117,Colistin,Sample_1361,Analyte,10,,,11072.518,,,,,,10
118,Colistin,Sample_4135,Analyte,10,3.38,1.378,56120.414,2.427,0,17.3351,173.4,bb,10
119,Colistin,Sample_8305,Analyte,10,3.4,0.848,18772.031,1.775,0,31.8921,318.9,bb,10
120,Colistin,WaterBlank22,Blank,10,3.52,0.878,124.422,2.512,0.007,4981.9266,49819.3,bb,10
121,Colistin,QC2_10uMPOOL,Analyte,10,3.38,2.854,158.141,8.849,0.018,12741.1236,127411.2,bb,10
122,Colistin,WaterBlank23,Blank,10,3.54,0.762,3.647,1.985,0.209,147528.8625,1475288.6,bb,10
123,Colistin,WaterBlank24,Blank,10,3.46,0.72,14.74,1.879,0.049,34485.24,344852.4,bb,10
124,Colistin,WaterBlank25,Blank,10,3.46,0.863,6.34,2.331,0.136,96106.7807,961067.8,bb,10
125,Colistin,Sample_4159,Analyte,10,3.5,0.782,23354.379,1.464,0,23.6394,236.4,bb,10
126,Colistin,Sample_6491,Analyte,10,3.38,1.439,10666.745,3.432,0,95.2417,952.4,bb,10
127,Colistin,Sample_5574,Analyte,10,3.4,6.532,35961.311,15.163,0,128.2357,1282.4,bb,10
128,Colistin,Sample_1158,Analyte,10,,,16728.535,,,,,,10
129,Colistin,Sample_5333,Analyte,10,3.44,4.958,31673.057,19.361,0,110.5134,1105.1,bb,10
130,Colistin,Sample_11180,Analyte,10,3.44,9.683,14091.367,10.701,0.001,485.1266,4851.3,bb,10
131,Colistin,Sample_13357,Analyte,10,3.52,2.34,23986.414,2.923,0,68.873,688.7,bb,10
132,Colistin,Sample_15140,Analyte,10,3.44,3.661,27584.466,5.896,0,93.6987,937,bb,10
133,Colistin,Sample_15134,Analyte,10,,,17569.014,,,,,,10
134,Colistin,Sample_8304,Analyte,10,3.52,2.065,43057.457,4.378,0,33.8587,338.6,bb,10
135,Colistin,WaterBlank26,Blank,10,3.48,0.207,47.913,0.765,0.004,3050.0762,30500.8,bb,10
136,Colistin,WaterBlank27,Blank,10,3.46,1.027,7.766,2.663,0.132,93362.2474,933622.5,bb,10
137,Colistin,Sample_11185,Analyte,10,3.46,3.944,15242.159,9.991,0,182.679,1826.8,bb,10
138,Colistin,Sample_15158,Analyte,10,,,17659.315,,,,,,10
139,Colistin,Sample_13288,Analyte,10,3.5,3.922,11333.602,6.731,0,244.3081,2443.1,bb,10
140,Colistin,Sample_1034,Analyte,10,,,16705.792,,,,,,10
141,Colistin,Sample_9284,Analyte,10,3.46,0.041,50021.796,0.362,0,0.5787,5.8,bb,10
142,Colistin,Sample_4139,Analyte,10,,,23144.155,,,,,,10
143,Colistin,Sample_1159,Analyte,10,,,14657.385,,,,,,10
144,Colistin,Sample_5336,Analyte,10,3.44,2.312,52812.76,2.613,0,30.9063,309.1,bb,10
145,Colistin,Sample_1160,Analyte,10,3.44,7.535,74.525,20.734,0.101,71380.9668,713809.7,bb,10
146,Colistin,Sample_1362,Analyte,10,,,0,,,,,,10
147,Colistin,WaterBlank28,Blank,10,3.24,0.129,16.009,0.969,0.008,5688.6627,56886.6,bb,10
148,Colistin,WaterBlank29,Blank,10,,,27.253,,,,,,10
149,Colistin,Sample_8330,Analyte,10,3.36,1.317,25945.841,3.004,0,35.8357,358.4,bb,10
150,Colistin,Sample_11186,Analyte,10,,,17261.153,,,,,,10
151,Colistin,Sample_5572,Analyte,10,,,28682.276,,,,,,10
152,Colistin,Sample_13283,Analyte,10,3.26,8.01,13353.017,19.988,0.001,423.498,4235,bb,10
153,Colistin,Sample_8331,Analyte,10,3.54,1.3,31488.985,2.862,0,29.1463,291.5,bb,10
154,Colistin,Sample_1038,Analyte,10,3.5,4.346,23042.354,7.982,0,133.1561,1331.6,bb,10
155,Colistin,Sample_6496,Analyte,10,,,12053.911,,,,,,10
156,Colistin,Sample_5551,Analyte,10,,,46843.136,,,,,,10
157,Colistin,Sample_13356,Analyte,10,3.46,2.177,12268.633,2.345,0,125.2739,1252.7,bb,10
158,Colistin,Sample_5549,Analyte,10,3.4,1.048,39287.087,2.851,0,18.8326,188.3,bb,10
159,Colistin,WaterBlank30,Blank,10,3.48,0.149,48.882,0.763,0.003,2151.9887,21519.9,bb,10
160,Colistin,WaterBlank31,Blank,10,3.28,0.393,36.839,0.924,0.011,7531.6278,75316.3,bb,10
161,Colistin,Sample_12267,Analyte,10,3.46,0.171,24217.612,0.548,0,4.985,49.8,bb,10
162,Colistin,Sample_9282,Analyte,10,,,36034.739,,,,,,10
163,Colistin,Sample_1161,Analyte,10,3.34,0.823,10653.46,1.997,0,54.539,545.4,bb,10
164,Colistin,Sample_6490,Analyte,10,,,16403.282,,,,,,10
165,Colistin,Sample_1054,Analyte,10,,,9883.895,,,,,,10
166,Colistin,Sample_15162,Analyte,10,3.38,1.398,12932.539,2.593,0,76.3171,763.2,bb,10
167,Colistin,Sample_5113,Analyte,10,,,17044.863,,,,,,10
168,Colistin,Sample_4155,Analyte,10,,,12195.937,,,,,,10
169,Colistin,Sample_9043,Analyte,10,3.28,0.469,35068.251,1.078,0,9.4418,94.4,bb,10
170,Colistin,Sample_1140,Analyte,10,3.36,0.942,12242.663,3.076,0,54.3217,543.2,bb,10
171,Colistin,WaterBlank32,Blank,10,3.4,3.054,63.957,7.561,0.048,33711.5863,337115.9,bb,10
172,Colistin,WaterBlank33,Blank,10,,,2.817,,,,,,10
173,Colistin,Sample_5136,Analyte,10,,,17758.327,,,,,,10
174,Colistin,Sample_5570,Analyte,10,3.46,0.2,19490.376,0.659,0,7.2445,72.4,bb,10
175,Colistin,Sample_8325,Analyte,10,3.32,1.818,8541.438,3.118,0,150.2661,1502.7,bb,10
176,Colistin,Sample_11162,Analyte,10,,,15667.093,,,,,,10
177,Colistin,WaterBlank34,Blank,10,,,100.566,,,,,,10
178,Colistin,QC3_10uMPOOL,Analyte,10,3.3,1.839,52.1,2.223,0.035,24919.4285,249194.3,bb,10
179,Colistin,WaterBlank35,Blank,10,3.59,0.669,7.754,1.14,0.086,60911.3971,609114,bb,10
180,Colistin,WaterBlank36,Blank,10,,,6.288,,,,,,10
181,Colistin,Sample_4140,Analyte,10,3.38,2.705,13818.57,4.789,0,138.1982,1382,bb,10
182,Colistin,Sample_11187,Analyte,10,3.44,1.34,8228.095,2.586,0,114.9751,1149.8,bb,10
183,Colistin,Sample_9250,Analyte,10,3.44,0.685,12897.733,2.262,0,37.4952,375,bb,10
184,Colistin,Sample_12294,Analyte,10,,,16847.189,,,,,,10
185,Colistin,Sample_6515,Analyte,10,3.57,0.147,9195.786,0.455,0,11.2857,112.9,bb,10
186,Colistin,Sample_4138,Analyte,10,3.36,1.786,15344.599,2.057,0,82.1721,821.7,bb,10
187,Colistin,Sample_13355,Analyte,10,3.34,0.396,10979.25,1.056,0,25.4637,254.6,bb,10
188,Colistin,Sample_9285,Analyte,10,3.48,1.235,12052.472,2.908,0,72.3418,723.4,bb,10
189,Colistin,Sample_6494,Analyte,10,3.22,0.603,7982.403,1.763,0,53.3313,533.3,bb,10
190,Colistin,Sample_5332,Analyte,10,,,19811.562,,,,,,10
191,Colistin,WaterBlank37,Blank,10,3.4,0.147,88.073,0.361,0.002,1178.3392,11783.4,bb,10
192,Colistin,WaterBlank38,Blank,10,3.48,1.274,16.82,2.267,0.076,53473.8775,534738.8,bb,10
193,Colistin,Sample_5138,Analyte,10,3.57,0.742,23945.57,2.036,0,21.8765,218.8,bb,10
194,Colistin,Sample_9247,Analyte,10,,,11436.014,,,,,,10
195,Colistin,Sample_10159,Analyte,10,,,8700.203,,,,,,10
196,Colistin,Sample_13286,Analyte,10,3.36,0.801,9680.395,1.698,0,58.4168,584.2,bb,10
197,Colistin,Sample_4156,Analyte,10,,,6929.207,,,,,,10
198,Colistin,Sample_6513,Analyte,10,3.52,0.088,12676.93,0.449,0,4.9008,49,bb,10
199,Colistin,Sample_9040,Analyte,10,3.34,1.494,14667.799,2.513,0,71.9091,719.1,bb,10
200,Colistin,Sample_11182,Analyte,10,,,4480.776,,,,,,10
201,Colistin,Sample_9038,Analyte,10,3.38,1.384,6952.333,2.06,0,140.5413,1405.4,bb,10
202,Colistin,Sample_1310,Analyte,10,,,6557.165,,,,,,10
203,Colistin,WaterBlank39,Blank,10,3.59,0.102,25.289,0.219,0.004,2847.5198,28475.2,bb,10
204,Colistin,WaterBlank40,Blank,10,,,2.609,,,,,,10
205,Colistin,Sample_4158,Analyte,10,,,8269.755,,,,,,10
206,Colistin,Sample_10141,Analyte,10,,,3705.867,,,,,,10
207,Colistin,Sample_8303,Analyte,10,,,6728.852,,,,,,10
208,Colistin,Sample_5575,Analyte,10,3.44,0.876,8416.179,2.681,0,73.4831,734.8,bb,10
209,Colistin,Sample_5111,Analyte,10,,,7860.468,,,,,,10
210,Colistin,Sample_12292,Analyte,10,,,7169.198,,,,,,10
211,Colistin,Sample_9286,Analyte,10,3.42,0.734,6904.02,1.493,0,75.0572,750.6,bb,10
212,Colistin,Sample_11158,Analyte,10,,,8309.466,,,,,,10
213,Colistin,Sample_1137,Analyte,10,3.5,0.835,4784.925,2.46,0,123.1997,1232,bb,10
214,Colistin,Sample_8327,Analyte,10,,,6187.764,,,,,,10
215,Colistin,WaterBlank41,Blank,10,,,90.444,,,,,,10
216,Colistin,WaterBlank42,Blank,10,3.48,0.286,0,0.98,,,,bb,10
217,Colistin,Sample_9287,Analyte,10,,,14632.402,,,,,,10
218,Colistin,Sample_13287,Analyte,10,,,11187.232,,,,,,10
219,Colistin,Sample_1138,Analyte,10,,,5853.956,,,,,,10
220,Colistin,Sample_15137,Analyte,10,,,6578.04,,,,,,10
221,Colistin,Sample_1141,Analyte,10,,,6439.993,,,,,,10
222,Colistin,Sample_8307,Analyte,10,,,12258.214,,,,,,10
223,Colistin,Sample_11161,Analyte,10,,,13708.87,,,,,,10
224,Colistin,Sample_9249,Analyte,10,,,14894.813,,,,,,10
225,Colistin,Sample_12295,Analyte,10,,,16456.73,,,,,,10
226,Colistin,Sample_5547,Analyte,10,,,13621.475,,,,,,10
227,Colistin,WaterBlank43,Blank,10,,,118.891,,,,,,10
228,Colistin,WaterBlank44,Blank,10,3.4,1.525,9.811,2.656,0.155,109731.8436,1097318.4,bb,10
229,Colistin,Sample_9085,Analyte,10,,,13691.785,,,,,,10
230,Colistin,Sample_13309,Analyte,10,,,12030.815,,,,,,10
231,Colistin,Sample_4154,Analyte,10,,,8976.795,,,,,,10
232,Colistin,Sample_6492,Analyte,10,3.36,1.631,1973.712,3.735,0.001,583.4027,5834,bb,10
233,Colistin,Sample_1036,Analyte,10,3.34,0.781,10326.464,1.603,0,53.3946,533.9,bb,10
1,Levofloxacin,WaterBlank1,Blank,,2.91,4.296,,4.031,,,,bb,234.77
2,Levofloxacin,WaterBlank2,Blank,,2.89,11.934,1.131,11.433,10.552,7.7143,,bb,234.77
3,Levofloxacin,Sample_12270,Analyte,,2.91,4.389,29266.48,9.761,0,0,,bbI,234.77
4,Levofloxacin,WaterBlank1a,Blank,,,,425.843,,,,,,234.77
5,Levofloxacin,WaterBlank2a,Blank,,2.89,1.47,123.805,3.011,0.012,0.0571,,bb,234.77
6,Levofloxacin,Water_ABS_0,Standard,0,,,204892.938,,,,,,234.77
7,Levofloxacin,Water_ABS_140,Standard,0.014,2.91,550.788,206415.984,202.074,0.003,0.0028,19.8,bb,234.77
8,Levofloxacin,Water_ABS_410,Standard,0.041,2.93,1909.762,210472.047,461.645,0.009,0.0411,100.3,bb,234.77
9,Levofloxacin,Water_ABS_1230,Standard,0.123,2.93,6116.334,227687.344,414.532,0.027,0.1358,110.4,bb,234.77
10,Levofloxacin,Water_ABS_3700,Standard,0.37,2.93,18111.717,239528.156,924.852,0.076,0.3431,92.7,bb,234.77
11,Levofloxacin,Water_ABS_1000,Standard,1.1,2.93,54593.277,90629.641,1316.186,0.602,1.5122,137.5,bb,234.77
12,Levofloxacin,Water_ABS_3000,Standard,3.3,2.93,121166.555,62678.156,3160.791,1.933,3.0378,92.1,bb,234.77
13,Levofloxacin,Water_ABS_10000,Standard,10,2.93,478028.531,27586.045,6365.063,17.329,10.0225,100.2,bb,234.77
14,Levofloxacin,WaterBlank1b,Blank,,2.95,1313.47,,13.637,,,,bb,234.77
15,Levofloxacin,WaterBlank2b,Blank,,2.95,486.977,191.768,19.121,2.539,3.5469,,bb,234.77
16,Levofloxacin,WaterBlank3b,Blank,,2.95,234.722,149.732,26.016,1.568,2.6919,,bb,234.77
17,Levofloxacin,Minus80aliquot,Analyte,,2.93,519343,31.327,10475.14,16578.127,324.9585,,bb,234.77
18,Levofloxacin,WaterBlank1A,Blank,,2.91,2660.226,174.053,90.033,15.284,9.383,,bb,234.77
19,Levofloxacin,WaterBlank2A,Blank,,2.95,1321.138,73.542,278.816,17.964,10.2136,,bb,234.77
20,Levofloxacin,WaterBlank3A,Blank,,2.95,812.61,68.098,126.262,11.933,8.2343,,bb,234.77
21,Levofloxacin,Sample_15139,Analyte,,,,11411.595,,,,,MM-I,234.77
22,Levofloxacin,Sample_5307,Analyte,,,,25854.27,,,,,MM-I,234.77
23,Levofloxacin,Sample_6517,Analyte,,,,13785.994,,,,,MM-I,234.77
24,Levofloxacin,Sample_5573,Analyte,,,,24188.506,,,,,MM-I,234.77
25,Levofloxacin,Sample_1163,Analyte,,2.91,23698.404,6670.938,509.423,3.552,4.2784,,bb,234.77
26,Levofloxacin,Sample_5331,Analyte,,2.91,1384.071,45836.891,607.811,0.03,0.152,,bb,234.77
27,Levofloxacin,Sample_9039,Analyte,,,,22205.172,,,,,MM-I,234.77
28,Levofloxacin,Sample_5548,Analyte,,,,69920.133,,,,,MM-I,234.77
29,Levofloxacin,Sample_5552,Analyte,,,,75430.938,,,,,MM-I,234.77
30,Levofloxacin,Sample_13359,Analyte,,,,64806.246,,,,,MM-I,234.77
31,Levofloxacin,WaterBlank4,Blank,,,,147.531,,,,,MM-I,234.77
32,Levofloxacin,WaterBlank5,Blank,,,,156.813,,,,,MM-I,234.77
33,Levofloxacin,Sample_13285,Analyte,,,,18907.098,,,,,MM-I,234.77
34,Levofloxacin,Sample_1033,Analyte,,,,,,,,,,234.77
35,Levofloxacin,Sample_1142,Analyte,,,,13526.746,,,,,MM-I,234.77
36,Levofloxacin,Sample_9080,Analyte,,,,25267.537,,,,,MM-I,234.77
37,Levofloxacin,Sample_1162,Analyte,,2.91,30301.533,16340.2,1830.714,1.854,2.9662,,bb,234.77
38,Levofloxacin,Sample_4157,Analyte,,,,32103.775,,,,,MM-I,234.77
39,Levofloxacin,Sample_1035,Analyte,,,,32588.418,,,,,MM-I,234.77
40,Levofloxacin,Sample_5306,Analyte,,,,39020.004,,,,,MM-I,234.77
41,Levofloxacin,Sample_8329,Analyte,,,,22160.92,,,,,MM-I,234.77
42,Levofloxacin,Sample_9283,Analyte,,,,51937.453,,,,,MM-I,234.77
43,Levofloxacin,WaterBlank6,Blank,,,,248.854,,,,,,234.77
44,Levofloxacin,WaterBlank7,Blank,,2.91,76.805,197.155,95.831,0.39,1.1425,,bb,234.77
45,Levofloxacin,Sample_6512,Analyte,,2.85,3.639,50962.113,7.405,0,0,,bbI,234.77
46,Levofloxacin,Sample_9248,Analyte,,,,56290.375,,,,,MM-I,234.77
47,Levofloxacin,Sample_6510,Analyte,,,,70865.492,,,,,MM-I,234.77
48,Levofloxacin,Sample_9082,Analyte,,2.91,0.155,80256.336,1.314,0,0,,bbI,234.77
49,Levofloxacin,Sample_1056,Analyte,,,,51066.941,,,,,MM-I,234.77
50,Levofloxacin,Sample_13358,Analyte,,,,22582.023,,,,,,234.77
51,Levofloxacin,Sample_13333,Analyte,,2.91,0.171,35908.773,1.132,0,0,,bbI,234.77
52,Levofloxacin,Sample_4137,Analyte,,,,68097.977,,,,,MM-I,234.77
53,Levofloxacin,Sample_5110,Analyte,,,,100895.078,,,,,,234.77
54,Levofloxacin,Sample_11159,Analyte,,2.83,1.495,46000.02,6.513,0,0,,bbI,234.77
55,Levofloxacin,WaterBlank8,Blank,,2.89,17.076,285.384,30.47,0.06,0.2819,,bb,234.77
56,Levofloxacin,WaterBlank9,Blank,,2.91,111.692,265.021,248.529,0.421,1.203,,bb,234.77
57,Levofloxacin,Sample_8308,Analyte,,3.01,4.677,48629.883,12.529,0,0,,bbI,234.77
58,Levofloxacin,Sample_8306,Analyte,,,,42392.855,,,,,,234.77
59,Levofloxacin,Sample_10138,Analyte,,3.1,1.419,62184.438,0.66,0,0,,bbI,234.77
60,Levofloxacin,Sample_1058,Analyte,,2.95,0.52,27546.477,0.905,0,0,,bbI,234.77
61,Levofloxacin,Sample_5571,Analyte,,2.85,7.943,106259.242,16.326,0,0,,bbI,234.77
62,Levofloxacin,Sample_5112,Analyte,,3.04,0.577,125506.648,1.269,0,0,,bbI,234.77
63,Levofloxacin,WaterBlank10,Blank,,,,159.776,,,,,,234.77
64,Levofloxacin,QC1_10uMPOOL,Analyte,,2.89,1268538,39.84,14585.229,31840.813,450.5495,,bb,234.77
65,Levofloxacin,WaterBlank11,Blank,,2.91,584.487,82.183,33.828,7.112,6.2477,,bb,234.77
66,Levofloxacin,WaterBlank12,Blank,,2.89,77.761,44.363,6.497,1.753,2.8716,,bb,234.77
67,Levofloxacin,Sample_15155,Analyte,,,,38866.934,,,,,MM-I,234.77
68,Levofloxacin,Sample_5334,Analyte,,,,53975.875,,,,,MM-I,234.77
69,Levofloxacin,Sample_5135,Analyte,,,,133656.125,,,,,MM-I,234.77
70,Levofloxacin,Sample_13334,Analyte,,2.83,1.768,37294.91,3.394,0,0,,bbI,234.77
71,Levofloxacin,Sample_9246,Analyte,,,,60996.668,,,,,MM-I,234.77
72,Levofloxacin,Sample_4136,Analyte,,,,48945.879,,,,,MM-I,234.77
73,Levofloxacin,Sample_11157,Analyte,,,,52875.77,,,,,,234.77
74,Levofloxacin,Sample_15138,Analyte,,2.89,2.756,46609.473,6.112,0,0,,bbI,234.77
75,Levofloxacin,Sample_11160,Analyte,,2.89,0.151,42042.543,0.328,0,0,,bbI,234.77
76,Levofloxacin,Sample_5137,Analyte,,,,60462.066,,,,,MM-I,234.77
77,Levofloxacin,WaterBlank14,Blank,,,,518.068,,,,,MM-I,234.77
78,Levofloxacin,WaterBlank15,Blank,,,,140.98,,,,,MM-I,234.77
79,Levofloxacin,Sample_1363,Analyte,,,,21296.447,,,,,,234.77
80,Levofloxacin,Sample_6489,Analyte,,,,37417.59,,,,,,234.77
81,Levofloxacin,Sample_9251,Analyte,,,,49997.758,,,,,MM-I,234.77
82,Levofloxacin,Sample_9042,Analyte,,,,59540.941,,,,,MM-I,234.77
83,Levofloxacin,Sample_1055,Analyte,,2.91,1.027,19114.42,2.803,0,0,,bbI,234.77
84,Levofloxacin,Sample_1059,Analyte,,3.06,0.322,20288.83,0.448,0,0,,bbI,234.77
85,Levofloxacin,Sample_6495,Analyte,,,,36048.414,,,,,,234.77
86,Levofloxacin,Sample_12293,Analyte,,2.89,1.01,95556.391,9.65,0,0,,bbI,234.77
87,Levofloxacin,Sample_12296,Analyte,,2.79,0.697,43887.121,1.163,0,0,,bbI,234.77
88,Levofloxacin,Sample_13284,Analyte,,,,36703.402,,,,,,234.77
89,Levofloxacin,WaterBlank16,Blank,,2.95,1.794,160.65,5.143,0.011,0.0531,,bb,234.77
90,Levofloxacin,WaterBlank17,Blank,,2.87,2.56,61.132,5.811,0.042,0.206,,bb,234.77
91,Levofloxacin,Sample_1360,Analyte,,,,33146.063,,,,,,234.77
92,Levofloxacin,Sample_9083,Analyte,,3.04,3.319,43269.895,5.147,0,0,,bbI,234.77
93,Levofloxacin,Sample_5305,Analyte,,,,56575.578,,,,,,234.77
94,Levofloxacin,Sample_13354,Analyte,,2.81,1.784,42401.309,1.719,0,0,,bbI,234.77
95,Levofloxacin,Sample_11181,Analyte,,2.87,3.327,40095.98,2.14,0,0,,bbI,234.77
96,Levofloxacin,Sample_8324,Analyte,,2.99,0.815,37171.34,0.686,0,0,,bbI,234.77
97,Levofloxacin,Sample_12269,Analyte,,2.83,0.453,68534.453,1.532,0,0,,bbI,234.77
98,Levofloxacin,Sample_9081,Analyte,,,,109107.469,,,,,MM-I,234.77
99,Levofloxacin,Sample_10155,Analyte,,,,30640.73,,,,,MM-I,234.77
100,Levofloxacin,Sample_5335,Analyte,,,,93233.406,,,,,MM-I,234.77
101,Levofloxacin,WaterBlank18,Blank,,2.91,6.988,89.958,8.736,0.078,0.3508,,bb,234.77
102,Levofloxacin,WaterBlank19,Blank,,,,72.574,,,,,MM-I,234.77
103,Levofloxacin,Sample_15141,Analyte,,2.99,9.635,19090.936,38.212,0.001,0,,bbI,234.77
104,Levofloxacin,Sample_12291,Analyte,,,,74458.102,,,,,,234.77
105,Levofloxacin,Sample_1359,Analyte,,,,19844.846,,,,,,234.77
106,Levofloxacin,Sample_10139,Analyte,,,,32302.51,,,,,,234.77
107,Levofloxacin,Sample_6516,Analyte,,,,25595.715,,,,,,234.77
108,Levofloxacin,Sample_9084,Analyte,,,,86218.25,,,,,MM-I,234.77
109,Levofloxacin,Sample_5550,Analyte,,,,81993.383,,,,,,234.77
110,Levofloxacin,Sample_6493,Analyte,,,,23425.256,,,,,MM-I,234.77
111,Levofloxacin,Sample_9041,Analyte,,2.77,1.099,43401.754,1.993,0,0,,bbI,234.77
112,Levofloxacin,Sample_15159,Analyte,,2.75,0.53,23983.383,0.253,0,0,,bbI,234.77
113,Levofloxacin,WaterBlank20,Blank,,2.87,0.948,11.907,2.816,0.08,0.3579,,bb,234.77
114,Levofloxacin,WaterBlank21,Blank,,2.75,1.003,55.121,2.326,0.018,0.0915,,bb,234.77
115,Levofloxacin,Sample_13332,Analyte,,3.1,2.326,26000.984,2.609,0,0,,bbI,234.77
116,Levofloxacin,Sample_15136,Analyte,,,,22803.168,,,,,,234.77
117,Levofloxacin,Sample_1361,Analyte,,,,14572.088,,,,,,234.77
118,Levofloxacin,Sample_4135,Analyte,,,,95985.148,,,,,,234.77
119,Levofloxacin,Sample_8305,Analyte,,3.08,0.881,28319.887,0.986,0,0,,bbI,234.77
120,Levofloxacin,WaterBlank22,Blank,,3.04,5.749,196.049,11.55,0.029,0.1478,,bb,234.77
121,Levofloxacin,QC2_10uMPOOL,Analyte,,2.85,775342.188,37.166,13451.884,20861.599,364.5928,,bb,234.77
122,Levofloxacin,WaterBlank23,Blank,,2.81,156.471,,5.11,,,,bb,234.77
123,Levofloxacin,WaterBlank24,Blank,,,,17.431,,,,,,234.77
124,Levofloxacin,WaterBlank25,Blank,,,,12.679,,,,,MM-I,234.77
125,Levofloxacin,Sample_4159,Analyte,,,,38302.035,,,,,MM-I,234.77
126,Levofloxacin,Sample_6491,Analyte,,,,19074.754,,,,,MM-I,234.77
127,Levofloxacin,Sample_5574,Analyte,,,,58461.988,,,,,MM-I,234.77
128,Levofloxacin,Sample_1158,Analyte,,2.89,0.934,27956.119,0.563,0,0,,bbI,234.77
129,Levofloxacin,Sample_5333,Analyte,,2.87,3.741,55327.539,2.288,0,0,,bbI,234.77
130,Levofloxacin,Sample_11180,Analyte,,,,22181.33,,,,,,234.77
131,Levofloxacin,Sample_13357,Analyte,,2.83,1.461,41006.992,1.32,0,0,,bbI,234.77
132,Levofloxacin,Sample_15140,Analyte,,3.06,1.857,46579.809,1.49,0,0,,bbI,234.77
133,Levofloxacin,Sample_15134,Analyte,,,,27429.299,,,,,MM-I,234.77
134,Levofloxacin,Sample_8304,Analyte,,,,73113.711,,,,,,234.77
135,Levofloxacin,WaterBlank26,Blank,,2.89,2.997,76.619,5.413,0.039,0.1936,,bb,234.77
136,Levofloxacin,WaterBlank27,Blank,,,,,,,,,,234.77
137,Levofloxacin,Sample_11185,Analyte,,,,24842.893,,,,,,234.77
138,Levofloxacin,Sample_15158,Analyte,,,,26110.451,,,,,,234.77
139,Levofloxacin,Sample_13288,Analyte,,3.06,2.479,16664.934,2.823,0,0,,bbI,234.77
140,Levofloxacin,Sample_1034,Analyte,,,,24064.23,,,,,,234.77
141,Levofloxacin,Sample_9284,Analyte,,2.97,0.045,80696.258,0.436,0,0,,bbI,234.77
142,Levofloxacin,Sample_4139,Analyte,,,,35234.344,,,,,,234.77
143,Levofloxacin,Sample_1159,Analyte,,2.89,3.025,18322.385,1.871,0,0,,bbI,234.77
144,Levofloxacin,Sample_5336,Analyte,,,,82725.734,,,,,MM-I,234.77
145,Levofloxacin,Sample_1160,Analyte,,,31.4,109.199,,,0.2,,,234.77
146,Levofloxacin,Sample_1362,Analyte,,2.79,0.66,,1.998,,,,bb,234.77
147,Levofloxacin,WaterBlank28,Blank,,2.91,3.572,31.041,4.999,0.115,0.4796,,bb,234.77
148,Levofloxacin,WaterBlank29,Blank,,2.85,14.369,53.814,36.4,0.267,0.8859,,bb,234.77
149,Levofloxacin,Sample_8330,Analyte,,,,37730.41,,,,,,234.77
150,Levofloxacin,Sample_11186,Analyte,,,,20312.977,,,,,MM-I,234.77
151,Levofloxacin,Sample_5572,Analyte,,2.91,5.106,44631.547,14.21,0,0,,bbI,234.77
152,Levofloxacin,Sample_13283,Analyte,,2.97,0.986,21985.393,1.447,0,0,,bbI,234.77
153,Levofloxacin,Sample_8331,Analyte,,2.79,2.674,52630.934,3.897,0,0,,bbI,234.77
154,Levofloxacin,Sample_1038,Analyte,,,,36097.316,,,,,,234.77
